Name of Survey,Title,Doses,Subject,Text,Input type,Input type 2,Minimum,Maximum,Media,Items,ImageFramed,Timeout,ShowButtons,Answer,Notes or questions,Variable name,Conditions,Input Name (if you want to save it),CanBeFavorited
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,"You receive an unexpected message from your doctor that they want to talk to you about starting a new medication. Why? \n\nYour symptoms are uncontrollable, and they do not know what else to try.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,You receive an unexpected message from your doctor that they want to talk to you about starting a new medication. Why? \n\nThe new medication may have fewer side effects than your current medication.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,"You ask your family member to go for a walk with you, but they do not want to go. Why? \n\nThey are tired.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,"You ask your family member to go for a walk with you, but they do not want to go. Why? \n\nThey have a prior commitment.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,"You ask your family member to go for a walk with you, but they do not want to go. Why? \n\nThey are embarrased to be seen with you because of the way you walk.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,"Your younger family member is applying for a job. You offer to help with the application, and they decline. Why? \n\nThey think your disease makes your opinion less relevant.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,"Your younger family member is applying for a job. You offer to help with the application, and they decline. Why? \n\nThey do not really want this job.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,"Your younger family member is applying for a job. You offer to help with the application, and they decline. Why? \n\nSeveral other people have already helped them, and they are ready to submit the application.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,A person in the grocery store stares at you blankly as you stumble and knock over a display. What are they thinking? \n\nThey are thinking that you must have mis-stepped which can happen to anyone.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,A person in the grocery store stares at you blankly as you stumble and knock over a display. What are they thinking? \n\nThey are thinking about their grocery list and did not notice.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,A person in the grocery store stares at you blankly as you stumble and knock over a display. What are they thinking? \n\nThey are thinking that something is wrong with you.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,"While eating breakfast, you cough while trying to swallow. Why? \n\nYou took a bite that was too large.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,"While eating breakfast, you cough while trying to swallow. Why? \n\nYou have lost your ability to swallow and will soon have to get a feeding tube.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
MDIB,Movement Disorders Interpretation Scale,1,HD_Control_Dose,"While eating breakfast, you cough while trying to swallow. Why? \n\nBecause of your disease, it has become more difficult for your body to cooridnate swallowing.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,"Instructions: In this section, 14 situations are presented in which it is not quite clear what is happening. Please rate
the extent to which you think each of the three explanations for a situation would be likely to be true if you found
yourself in that situation. Do not worry if your ratings appear to be different from your previous answers, and please
do not change any of your original answers.",,,,,,,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,"You have visitors over for dinner, and they leave sooner than expected. Why? \n\nThey did not wish to outstay their welcome.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,"You have visitors over for dinner, and they leave sooner than expected. Why? \n\nThey have another pressing engagement to go to.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,"You have visitors over for dinner, and they leave sooner than expected. Why? \n\nThey did not enjoy the visit and were bored with your company.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,You feel short of breath. Why? \n\nYou are developing the flu.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,You feel short of breath. Why? \n\nYou are about to suffocate or stop breathing.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,"You feel short of breath. Why? \n\nYou are physically ""out of shape.""",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,Your vision has become slightly blurred. Why? \n\nYou have strained your eyes slightly.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,Your vision has become slightly blurred. Why? \n\nYou need to get glasses or change your existing glasses.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,Your vision has become slightly blurred. Why? \n\nThis is the sign of a serious illness.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,"You go into a shop, and the assistant ignores you. Why? \n\nThey are bored with their job and this makes them rude.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,"You go into a shop, and the assistant ignores you. Why? \n\nThey are concentrating very hard on something else.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,"You go into a shop, and the assistant ignores you. Why? \n\nThey find you irritating and resent your presence.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,You feel light-headed and weak. Why? \n\nYou are about to faint.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,You feel light-headed and weak. Why? \n\nYou need to get something to eat.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,You feel light-headed and weak. Why? \n\nYou didn't get enough sleep last night.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,You smell smoke. What's burning? \n\nYour house is on fire.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,You feel light-headed and weak. Why? \n\nSome food is burning.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,You feel light-headed and weak. Why? \n\nSomeone is smoking a cigarette.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,A friend suggests that you change the way you're doing a job in your house. Why? \n\nThey are trying to be helpful.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,A friend suggests that you change the way you're doing a job in your house. Why? \n\nThey think you're incompetent.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,A friend suggests that you change the way you're doing a job in your house. Why? \n\nThey have done the job more often and know an easier way.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,Your chest feels uncomfortable and tight. Why? \n\nYou have indigestion.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,Your chest feels uncomfortable and tight. Why? \n\nYou have a sore muscle.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,Your chest feels uncomfortable and tight. Why? \n\nSomething is wrong with your heart.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,"You wake up with a jolt in the middle of the night, thinking you heard a noise, but all is quiet. Why woke you up? \n\nYou were woken by a dream.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,"You wake up with a jolt in the middle of the night, thinking you heard a noise, but all is quiet. Why woke you up? \n\nA burgler broke into your house.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,"You wake up with a jolt in the middle of the night, thinking you heard a noise, but all is quiet. Why woke you up? \n\nA door or window rattled in the wind.",Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
BBSIQ,General Interpretation Scale,1,HD_Control_Dose,You are introduced to someone at a party. The person fails to reply to a question you ask. Why? \n\nThey did not hear the question.,Buttons,,,,,0::Not at all likely; 1::A little likely; 2::Moderately likely; 3::Very likely; 4::Extremely likely; 99::Prefer not to answer,,,,,,,,,
