Broad Domain 1,Broad Domain 2,Broad Domain 3,Hoos TC Title,Spanish scenario body,Spanish scenario body #2,Spanish comprehension question,Spanish correct response,Spanish incorrect response,Old Spanish photo link,New Spanish photo link,Letters Missing
Salud Mental,,,Tu propio estilo,"Hiciste planes con un grupo de amigos para salir a cenar un viernes por la noche. Cuando vienen a recogerte, ves que están vestidos de manera informal, pero tú decidiste disfrazarte un poco y crees que podrían juzgarte. Decides que te gusta lo que llevas puesto y vas a cenar feliz.",,¿Te cambias de ropa por lo que visten tus amigos?,No,,https://drive.google.com/file/d/12vpSXXIvh5O51Xf7jc-cr6cnonOEz7zw/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/outfit.jpg,2
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Trabajo placentero,"Tú y algunos compañeros de trabajo recibieron tareas adicionales para completar antes de que termine la semana, y han estado trabajando mucho. Escuchaste a tus compañeros diciendo que sería ""una locura"" disfrutar del trabajo adicional. Piensas en lo productivo que te hace sentir trabajar tan duro y te sientes feliz.",N/A,¿Tienes ganas de completar las tareas adicionales?,Si,,https://drive.google.com/file/d/18Nfhp9FuaS1pKc7jTO3hXT4vzg-FI7Db/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/workinghard.jpg,2
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Trabajando para salir adelante,"Te acaban de dar un trabajo en una oficina que realmente admiras. Para finalmente recibir el ascenso que deseas, sabes que tendrás que trabajar muy duro durante varios años y el resultado es incierto. Cuando imaginas tu probable puesto en la empresa en el futuro, espera que se te otorgue el trabajo que deseas.",N/A,Piensas que eres...,Capable de hacer el trabajao neccesario para obtener el trabajor que quieres.,Incapable de obtener la posición que quieres.,https://drive.google.com/file/d/1iFL-df-zgCCAJLsGw8Thh-FkkGSlVrbM/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/workplace.jpg,2
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Trabajando para salir adelante,"Te acaban de dar un trabajo en una oficina que realmente admiras. Para finalmente recibir el ascenso que deseas, sabes que tendrás que trabajar muy duro durante varios años y el resultado es incierto.","Cuando imaginas tu probable puesto en la empresa en el futuro, no te ves siendo pasado por alto y esperas que te den el trabajo que deseas.",¿Esperas conseguir eventualmente el trabajo que deseas?,Si,No,https://drive.google.com/file/d/1iFL-df-zgCCAJLsGw8Thh-FkkGSlVrbM/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/workplace.jpg,2
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Pensando en preguntas,"Estás en una charla sobre un tema complicado que te emociona mucho. Tienes muchas ideas sobre el tema, pero sientes que las preguntas que hacen los demás son más inteligentes que las tuyas. Piensas en cómo todos probablemente se ponen nerviosos al hablar también, y sabes que no están allí para juzgar.",N/A,¿Las preguntas de los demás son mejores que las tuyas?,No,,https://drive.google.com/file/d/1ZRX4djV0jNJx45cG7BKsaEWYgTgDJGha/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/lecture.jpg,2
Salud Mental,,,Siendo padre,"Estás pasando tiempo con tu hija pequeña durante el fin de semana. Tu hija es muy dulce, pero a veces te frustras con ella y te preguntas cómo se llevarán ustedes dos en el futuro. Cuando piensas en tu relación con ella a medida que crece, te visualizas sintiéndote frustrado.",N/A,"Pensando en tu futura relación con tu hija, te visualizas...",Sintiéndote estresado por ella.,Teniendo una relación amorosa con ella.,https://drive.google.com/file/d/1l-0RqRBinZMdVZ2IJnJYWMKbDwph54bS/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/babysitting.jpg,2
Salud Mental,Relaciones Románticas,,Comparándote con otros,"Recientemente, tu pareja mencionó que encuentran atractiva a cierta celebridad. Esta celebridad no se parece en nada a ti, y te preguntas si tu pareja ha cambiado sus preferencias desde el comienzo de su relación. Piensas que aún se sienten atraída a ti.",N/A,¿Tu pareja se siente atraída a ti?,Si,No,https://drive.google.com/file/d/1qYR_sw_sAKU_sUueHbH0iJ5hWVTrmZeX/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/celebrity.jpg,2
Salud Mental,Situaciones Sociales,,Compartir con alguien nuevo,"Estás hablando con un compañero de trabajo sobre una presentación en la que estás trabajando y parece que están muy interesados. Ellos preguntan si pueden mirarlo, y  tú estás de acuerdo. Antes de enciarles las diapositivas, lo miras y te sientes bien. ",,¿Te preocupa lo que tu compañero de trabajo piensa de tu presentación?,No,,https://drive.google.com/file/d/1SmdvO4_afqmXobG3NQT5vu5VjsopwX8r/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/typo-es.jpg,2
Salud Mental,,,Pensando en volar,Estás viendo un programa de televisión sobre personas que viajan a otros países. La idea de tomar un avión te hace sentir ansioso. Crees que lidiarás con tu ansiedad con éxito.,,¿Eres capaz de tolerar tus sentimientos de ansiedad por los aviones?,Sí,,https://drive.google.com/file/d/1wnxiRUTD_wAP7gp1JGI-BwXD0_dNvvjq/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/flying.jpg,2
Salud Mental,Situaciones Sociales,,Planes para el fin de semana,"Es viernes y escuchas a unos compañeros de trabajo hablando sobre sus planes para el fin de semana. No tienes nada planeado, y sientes que no eres lo suficientemente sociable para estar al nivel de tus compañeros. Cuando imaginas relajarte después de una semana difícil de trabajo, te sientes satisfecho.",N/A,¿Tienes que ser más social?,No,,https://drive.google.com/file/d/13ZH_IEWc7TBZAJNIPDnJW3vs_q7opGcv/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/friday.jpg,2
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,No sentirte preparado,"En el trabajo, tu jefe les pide a todos que levanten la mano si han oído hablar de una técnica de trabajo. Cuando miras a tu alrededor, notas que la mayoría de tus compañeros de trabajo tienen la mano levantada, pero tú no. Esto te hace sentir como si no estuvieras preparado para hacer el trabajo.",N/A,¿Tus compañeros están más prepaados que ti?,Si,,https://drive.google.com/file/d/143F_jObaBvG1l77hgZir8HruiOBT9qcV/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/handraised.jpg,2
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Expectativas diferentes,"Buscas en línea si te seleccionaron para un aumento y ves que no lo hicieron, a pesar de que esperabas que sí. Piensas en lo que esto significará para tu futuro y sabes que todo estará bien.",N/A,¿Habrán consecuencias terribles por no obtener este aumento?,No,,https://drive.google.com/file/d/1XSzs9MSKzUi9VEjvSXdG4wuW6OFlE60F/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/onlinetest.jpg,2
Salud Mental,Salud Física,,Sentirse mareado,"Has estado trabajando duro todo el día y no has comido mucho. Al levantarte de su escritorio, te sientes mareado y débil, y esto te preocupa un poco.",Decides prestar atención a las sensaciones sin juzgarlas como buenas o malas. Esto reduce tu preocupación y te hace sentir más tranquilo.,¿Disminuirá tu ansiedad si observas tus sensaciones sin juzgar?,Si,,https://drive.google.com/file/d/1DivZOcoKB52Y-av9UMmPiIogDTLacT_W/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/desk.jpg,2
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Gestión de responsabilidades,"Has empezado a hacer voluntariado en una organización local y te ha costado manejarlo con trabajo. Uno de los líderes voluntarios te preguntó si estarías dispuesto a ayudarla con un proyecto fuera de tus responsabilidades habituales y te preocupa que se decepcione si dices que no. Después de pensarlo, le dices que no puedes ayudar con este proyecto debido al trabajo, pero que estás dispuesto a ayudar en el siguiente.",N/A,¿Está bien rechazar responsabilidad adicional?,Si,,https://drive.google.com/file/d/1mnjPZpYIVahZEm1gr4Zu9gKZfMCjl2Tk/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/colleague.jpg,2
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Tomar un descanso,"Has estado muy ocupado los últimos meses, y no has tenido mucho tiempo libre. Finalmente tienes la oportunidad de descansar, pero te sientes culpable de tomar un descanso en lugar de completar el trabajo. Crees que mereces relajarte. ",,¿Deberías hacer tu trabajo ahora mismo?,No,,https://drive.google.com/file/d/1OSRDlUvXTNnwLZlxsji3kxnfVjWLAKmD/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/agenda.jpg,2
Salud Mental,,,Tus habilidades con los bolos,"Llevas varios años jugando a los bolos en una liga recreativa con algunos amigos. Has mejorado desde que empezaste, pero aún no eres tan hábil como te gustaría ser. Cuando piensas en ti mismo en los años venideros, ves que tus habilidades con los bolos son decepcionantes.",N/A,Crees que a medida que sigas jugando a los bolos...,Eventualmente te convertirás en un jugador de bolos fuerte.,Nunca te convertirás en un buen jugador de bolos.,https://drive.google.com/file/d/1oSLgkDZVNtoSTo-1lqoKPGD_AvvZLCdO/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/bowling.jpg,2
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Una presentación importante,"Tu jefe está viendo tu presentación en tu reunión de hoy. Durante la presentación, tropiezas mucho con tus palabras. Te sientes derrotado.  ","Mientras te sientes molesto, te das cuenta de que es natural cometer errores. Piensas que tu jefe no se acordará. ",¿Está bien que hayas cometido un error frente a tu jefe?,Sí,,https://drive.google.com/file/d/1pQHZTO39FaMtxe96k3wQ-bwUufBsPYvC/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/audience2.jpg,2
Salud Mental,,,Obteniendo ayuda,"Estos últimos meses, te has sentido muy deprimido y no has estado disfrutando de tus actividades normales. Te preguntas si tratamiento funcionaría para ti, pero te sientes desanimado. A medida que piensas más en buscar ayuda, crees que te ayudaría a sentirte mejor.",N/A,¿Buscar ayuda te ayudará sentir mejor?,Si,,https://drive.google.com/file/d/1UBORN__WOk3N5lP4X-qA_lwYYhlyyYqS/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/anxious.jpg,2
Salud Mental,,,Deprimido,"Has tenido una semana ocupada y estresante. Generalmente estás feliz, pero te has sentido aburrido y triste durante los últimos días. Recuerdas que es normal tener algunos días difíciles.",N/A,Te sientes normal?,Si,,https://drive.google.com/file/d/1Idh86DIZlODfTEChHpLTlFGu9oVwjF82/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/harddays.jpg,2
Salud Mental,Salud Física,,Boca seca,Has sentido sequedad en la boca durante unos días. Esto es algo que no has sentido antes. La probabilidad de que la sequedad de boca signifique un problema de salud grave es baja.,N/A,¿Tu boca seca indica que estás enfermo?,No,,https://drive.google.com/file/d/1eG4x0HMf4jIlTARyW3hf9EE8Q_PSqHPE/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/throat_1.jpg,all
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Revisando tu trabajo,"Te han llamado para una evaluación de desempeño con tu jefe. En general, haces un buen trabajo, pero sabes que tu jefe ha notado algunos errores recientemente.",,¿Crees que tu jefe se centrará principalmente en tus puntos fuertes durante tu evaluación de desempeño?,Si,No,https://drive.google.com/file/d/1EAYPVHFKPfUOp3vNgYgsrQGqdKFYW-a8/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/bossmeeting.jpg,all
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Estar a cargo,"Recientemente fuiste elegido para estar a cargo de un grupo de personas nuevas en tu trabajo. Cuando conoces a otras personas a cargo de grupos, sientes que no trabajaste tan duro como ellos y que no mereces este puesto. Te tomas un minuto para pensar en lo que das a tu trabajo y te das cuenta de que has estado dando todo lo que has podido, y la gente definitivamente se dio cuenta de esto.",,¿Sientes que mereces tu puesto en tu trabajo?,Si,,https://drive.google.com/file/d/1cCdFnGwW1dNBLOO7cPWVry3DULHFtlcc/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/elected.jpg,all
Salud Mental,Vida Familiar y Doméstica,,Conducción segura,"Tu amigo es un buen conductor, pero hoy está lloviendo fuertemente. Están conduciendo muy rápido, así que les pides que disminuyan la velocidad. Respiras profundamente, porque las posibilidades de sufrir un accidente son pequeñas. ",N/A,¿Es probable que tengan un accidente?,No,,https://drive.google.com/file/d/1SiRWDkC3QgQSt2td67hTE3dcGn8ujdRo/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/rain.jpg,all
Salud Mental,Vida Familiar y Doméstica,,Yendo de vacaciones,"Te vas de vacaciones por unos días. Decides verificar nuevamente que todos los electrodomésticos de tu casa estén apagados. Al cerrar la puerta de tu casa, te sientes nervioso.",N/A,¿Estás preocupado por si apagaste todo en la casa?,Si,,https://drive.google.com/file/d/11L0gcPPltGMNDtkc_O6wRZAj_WWsbX7o/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/stove.jpg,all
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Presentación de tu trabajo,"Has estado trabajando duro todo el año en un proyecto y tu jefe de departamento te ha invitado a hablar de ello en un evento. Muchos de tus amigos y compañeros de trabajo estarán allí, y no crees que tu trabajo sea suficiente para impresionarlos. Piensas que su jefe de departamento le invitó por una razón y su trabajo vale la pena ver. ",,¿Impresionará tu trabajo a la gente en el evento?,Sí,,https://drive.google.com/file/d/16uno5Nefcm3awk1lVSEJ8eocgzjkR5B0/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/event.jpg,all
Salud Mental,,,Tus habilidades con los bolos,"Llevas varios años jugando a los bolos en una liga recreativa con algunos amigos. Has mejorado desde que empezaste, pero aún no eres tan hábil como te gustaría ser.","Cuando piensas en ti mismo en los años venideros, no crees que tus habilidades para jugar a los bolos se hayan estancado y las consideras fuertes.",¿Crees que acabarás jugando a los bolos a un alto nivel?,Si,No,https://drive.google.com/file/d/1oSLgkDZVNtoSTo-1lqoKPGD_AvvZLCdO/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/bowling.jpg,all
